Site Longitude   Latitude   Height      Nvel     Evel     Uvel   Nerr   Eerr   Uerr
rg25 251.76861759 33.98552036 2308.515     -6.9   -13.31    -0.51    0.1   0.11   0.31 
rg26 253.21126834 39.90952158 2055.567    -6.83   -14.44    -0.84   0.22   0.21    0.7 
rgao 290.62021737 -34.24556084 2341.511    14.15    -1.05    -1.58   0.23   0.26    0.7 
rgar 176.34303294 -38.56204358  410.322    32.34     2.37    -3.63   0.14   0.09   0.24 
rgaw 176.89616459 -38.00319707  104.794    27.35     4.91    -0.75   0.11   0.14   0.22 
rgdg 292.24847218 -53.78583833   32.374    12.43     3.76      0.9   0.13    0.1   0.36 
rghd 176.36592453 -38.09365881  515.496    34.57     3.56    -4.84    0.1    0.2   0.42 
rghl 176.35228737 -38.25193647  691.105    33.26     2.49   -15.09   0.09   0.15   0.43 
rghr 176.2879672 -38.38578298  643.580    34.89     1.89   -11.24   0.12   0.15   0.22 
rgka 176.24405385 -38.02006923  497.277    36.39     3.26    -1.06   0.07   0.09   0.25 
rgkw 176.77281238 -38.0525305  101.085    27.92     1.35    -2.19   0.18   0.12   0.33 
rgli 176.38572418 -38.00327745  386.927    34.86     3.16    -2.15   0.07    0.1   0.25 
rgmk 176.46711325 -38.13833966  955.528    28.45     3.05   -17.38   0.11   0.12   0.25 
rgmt 176.72473103 -37.91544812  399.626    34.18     3.52     1.95    0.2   0.13   0.43 
rgon 176.23225039 -38.2565921  595.267    34.11     7.27   -12.28   0.12    0.2   0.42 
rgop 176.55625849 -37.84588141  259.044    36.27     2.36     1.85   0.09   0.13   0.21 
rgre 176.52119739 -38.05725747  553.459     32.6     1.91    -3.33   0.17   0.15   0.24 
rgrr 176.51461618 -38.33889294  552.730    32.38     2.06    -3.84   0.11   0.09   0.27 
rgta 176.50610012 -38.23377009 1063.376    33.16     0.11   -13.38   0.14   0.12   0.32 
rgtg 212.29395622 -14.94582921    6.985    32.85   -67.52    -1.87   0.25   0.24   0.62 
rgut 176.19416745 -38.17664707  560.192    34.73     6.14    -5.05   0.09   0.14   0.28 
rgwc 177.19247643 -37.52433878   36.790    29.47     8.43     -1.0   0.21   0.51   0.36 
rgwi 177.17777362 -37.51807559  292.373    28.45    11.68    -6.24   0.34   0.45   0.44 
rgwv 176.21085299 -38.35256841  489.554    34.87     3.59   -13.59   0.11   0.14   0.41 
rhcg 241.98664794 34.00090319  338.711    13.43   -36.83    -1.85   0.38   0.32   0.41 
rhcl 241.97383362 34.01904955  176.879    14.21   -37.54    -0.13   0.05   0.06   0.11 
riba 25.34356318 36.45498092   41.938   -12.97     3.58     5.03   1.38   1.99   1.59 
riga 24.05877178 56.94861898   34.714    13.49    20.32     1.04   0.04   0.04   0.17 
rink 309.00603885 71.84849952 1337.814    13.52   -16.77     8.12   0.15    0.1   0.41 
rio2 292.24888206 -53.78547175   32.033    11.87     4.13     0.93   0.09   0.09   0.16 
riob 292.19718813 -9.96545816  172.611    11.24    -1.53     0.04   0.11   0.21   0.34 
riog 292.24888165 -53.78547265   32.029    12.17     3.86     1.88   0.16   0.17   0.47 
riop 281.34889304 -1.65059614 2817.180     8.67     1.11    -0.39   0.14   0.11   0.15 
ripa 176.49251208 -39.16552271  734.045    27.92     1.76    -0.32   0.13    0.1   0.18 
ris1 269.77438129 42.01228036  216.283     0.34   -15.56    -1.19   0.28   0.15   0.49 
ris5 269.7743794 42.01228035  216.427    -0.55   -15.13    -4.68   0.27   0.27   0.68 
rkd1 240.58697112 48.96435118  313.185   -10.04   -12.95     0.65    0.1   0.08   0.33 
rkmg 242.39057095 33.67412601  377.588    15.07   -37.44     0.11   0.74   0.63   0.45 
rlap 270.65455857 36.47423439   58.391     0.03   -14.17    -0.33   0.05   0.06    0.2 
rmbo 293.60611848 -83.87323989  777.215    10.69     7.71     1.06   0.12   0.09   0.43 
rmls 289.31327618 -39.72260346  852.325    16.45    -6.96      2.5   0.88   1.13   0.99 
rmrk 239.20768865 46.74947191  477.376    -10.3   -11.46     4.57   0.21   0.08   0.71 
rmvj 242.4446781 33.4858109  136.390    17.38   -37.96    -1.29   0.06   0.07   0.29 
rnch 239.47517703 35.89999296  838.803    19.36   -35.49     1.13   0.07   0.13   0.17 
rno1 240.11418449 39.53790748 1530.632    -6.42   -20.02     1.05   0.08   0.12   0.29 
roa0 273.47315719 16.31815248   10.021     8.35     9.24    -0.92   0.11   0.15   0.52 
roag 353.79372537 36.46335133   83.200    16.99     16.8     0.75   0.15   0.15   0.49 
roap 353.79373598 36.46426811   73.669    17.39    16.46    -0.18   0.07    0.1   0.28 
rob4 163.19010809 -77.03443881  -41.621   -11.78     9.04     0.63   0.05   0.05   0.17 
robe 40.0261084 7.11340416 2458.173    14.21    28.55     6.28   0.57   0.75   1.34 
robn 300.55536717 -65.24650018   57.885     8.64    16.68     5.79   0.14   0.21   0.36 
roch 243.39023639 33.61102651 1393.837     9.68   -30.11    -0.45    0.1   0.13    0.4 
rock 241.32357444 34.23567236  553.372    17.87   -37.98     0.57   0.04   0.05   0.11 
rocp 237.93705363 37.81641719  582.024     5.42   -26.79    -0.39   0.12   0.18   0.27 
roge 242.9145302 36.21787796 3016.465     -5.9   -16.72     -0.3   0.09   0.14   0.39 
ross 272.48040214 48.83372955  149.770    -1.52   -18.69     2.96   0.13   0.29   0.27 
roth 291.87422441 -67.57138835   39.700     9.73     15.0     3.05   0.13   0.16   0.45 
rove 11.04210199 45.8935055  261.681    16.65    20.52     1.19   0.06   0.05   0.22 
roxy 245.33602193 36.83963862  574.542    -8.82   -14.74    -1.31    0.1   0.09   0.27 
rpt1 237.62523498 47.38750716   -9.865    -8.18   -10.11    -0.71    0.1   0.13   0.32 
rpt5 237.62523329 47.38750634   -9.783    -8.03    -9.32    -1.71   0.11   0.16   0.32 
rpub 241.26588164 48.6493506  797.649    -10.2   -13.53      3.8   0.16   0.11   1.22 
rsbg 236.64061412 43.2350174  135.230     -4.7   -12.29    -0.51   0.09   0.09   0.36 
rstp 241.80707675 34.87508033  712.735     5.05    -23.2    -0.39   0.03   0.04   0.13 
rsvy 240.81556883 34.54147536  987.391    12.75   -38.56     1.23   0.08   0.05   0.17 
rths 242.64666934 34.08914926  328.678     11.4   -31.78    -1.23   0.04   0.04   0.14 
rts2 255.97671405 30.68026379 1885.698    -7.22   -13.03     0.23    0.4   0.54    1.7 
ruby 244.8771674 40.61721107 1881.754    -9.52    -16.7    -0.36   0.04   0.04   0.11 
rump 244.13154108 36.25690704 1406.138     -8.7   -15.34     0.03   0.19   0.16    0.4 
rund 19.77625176 -17.9104924 1120.102    19.39    20.22     1.46   0.22   0.22   0.75 
rung 245.02196617 32.97231122  119.663     -7.8   -13.98     0.15   0.09   0.09    0.3 
rwdn 259.34651978 40.08670103  775.028    -3.92   -15.19      0.0   0.12   0.14   0.49 
rwsn 294.89275177 -43.29888129   27.379    11.26    -1.64      0.5   0.09   0.08   0.22 
rya1 243.7379877 48.21751813  648.471   -10.03   -13.98     5.03   0.12   0.11   1.03 
ryan 243.34992386 36.31628433 1286.179    -7.95   -15.68    -0.21   0.05   0.05   0.17 
rymd 236.26958783 46.68412981  -10.446    -4.61    -5.74    -0.02   0.07    0.1   0.22 
s300 238.44173402 37.66650751  495.743    -1.87    -23.2     0.55   0.05   0.06   0.17 
sa24 250.31178321 31.36833439 1235.261    -4.37   -12.55     0.71   0.64   0.48   0.42 
sa31 248.04793554 33.44652281  354.188    -7.94   -13.22    -0.35    0.1   0.13   0.29 
sa39 130.89157398 -12.42459118   84.921    61.29    34.58     1.39   0.39   0.48   1.06 
sa40 166.91603782 -0.52061683   50.031    29.29    -67.0    -3.82   0.34   0.47   1.52 
sa48 248.13902028 31.91810117  709.579    -8.66   -12.59    -1.01   0.16   0.26   0.31 
sa58 286.06235926 45.42415529   24.384      4.5   -15.93     1.97   0.07   0.12   0.26 
sa60 254.7246111 39.97815426 1871.123    -6.84   -14.75     0.27   0.41   0.32   0.86 
sa62 254.85241669 40.58777468 1595.475    -5.08   -14.38    -0.45   0.36   0.31   0.68 
sa63 245.50427491 32.68890277   45.599    -7.14   -16.98    -3.09   0.11   0.19   0.47 
sach 234.75014256 71.99032581   69.258   -14.17   -16.76      0.0   0.78   0.84   1.42 
sacy 242.10442574 33.7432438  -11.242    17.32   -37.84     -1.8   0.11    0.1   0.74 
sag1 276.16223429 43.62864435  149.231     0.41   -17.89    -2.54   0.14   0.14   0.34 
sag2 276.16225103 43.62837135  149.193     0.02   -15.86    -3.33   0.33   0.27   0.97 
sag5 276.16223145 43.62864435  149.359     0.87   -16.67    -3.96   0.18   0.13   0.65 
sag6 276.1622487 43.62837218  149.307     0.82   -15.73    -3.82   0.18   0.14   0.63 
saga 292.94221877 -0.1438536   94.886    11.51    -3.84     0.56    0.1   0.11   0.43 
saju 274.28944646  10.067126   73.369    34.88     21.5    -11.2   0.14   0.17   0.27 
sal1 265.18340671 35.3670787  129.521     -4.2   -13.72     1.25   0.16    0.2    0.4 
sal5 265.18340516 35.36707837  129.704    -2.52   -13.99    -0.82   0.23   0.18   0.46 
saln 273.143947 12.61768447  535.263     8.93     5.32    -2.38   0.64   0.66   2.08 
salu 315.78752081 -2.59345843   18.979    12.31    -4.02    -1.28   0.07   0.06   0.34 
salv 321.48764087 -13.00866992   35.747    12.19    -3.79     0.09   0.23   0.18   0.56 
sama 285.81290707 11.22524757   22.707    16.05    10.51    -3.57   0.56    0.6   2.52 
samm 237.96682715 47.53986319    7.144     -8.6    -9.61    -1.35   0.18   0.13   0.34 
samo 188.26158091 -13.84921194   76.865    33.69   -65.18    -0.63   0.05    0.1   0.16 
samp 98.71471767 3.62161132    2.102    -0.83    30.73   -15.38   0.54   0.57   0.69 
san0 278.28427738 12.58045003   10.070     7.28    12.87    -1.02   0.06   0.06   0.15 
sant 289.33144318 -33.15029017  723.030    16.59    20.58     2.44   0.06   0.08   0.14 
saob 238.55281934 36.76530167  359.820    23.05   -39.88     0.52   0.08   0.09   0.14 
sask 253.60164615 52.19625514  578.885     -8.1   -16.52     0.09   0.04   0.04   0.21 
sass 13.64329184 54.51359036   68.215    15.18     18.8     0.81   0.07   0.05   0.26 
sats 236.45877285 46.96565427   -7.677    -4.28    -5.88     2.27   0.21   0.32   0.68 
sav1 278.30366549 32.13859992    8.419     2.52   -12.53    -0.27   0.12   0.11   0.36 
sav5 278.3036643 32.13860016    8.589     2.75   -12.87    -2.77   0.13    0.1   0.45 
savo 321.56774604 -12.93924596   76.304    12.73    -4.39     0.09   0.06   0.05   0.16 
sawc 241.0468365 37.68989685 2440.253    -2.01   -22.76     4.31   0.15   0.23   0.76 
sbcc 242.33851726 33.55299862   88.677     17.7   -38.13     -1.6   0.03   0.04   0.12 
sbgz 13.11042821 47.80341985 1323.553    16.17    21.32     0.52   0.22   0.22   0.61 
sbok 17.87921164 -29.66932435 1043.078     19.3     17.9     0.58   0.09    0.1   0.29 
sbr5 239.7727185 34.51055702   76.014    22.04   -41.67     1.14   0.25   0.26   0.78 
sbrb 237.58915629 37.68644856  -13.213    16.75    -32.6    -0.32   0.17   0.15   0.31 
sbrn 237.58955988 37.68621833   -2.175    15.18   -33.06     0.56   0.17   0.21   0.77 
sc00 239.27539119 46.95092515 1178.413    -9.42   -12.18     -1.0   0.04   0.04   0.17 
sc01 253.0334581 34.06795324 2097.374    -7.03   -13.47     0.87   0.04   0.05   0.13 
sc02 236.99238997 48.5461951  -15.032    -8.64    -8.61     0.12   0.06   0.09   0.14 
sc03 236.29426217 47.81658712 2018.458    -6.28    -5.27     2.33   0.15   0.13   0.25 
sc04 236.2958709 48.92316414   14.869    -8.38    -7.91     1.35   0.06   0.07   0.16 
scby 300.4063863 80.26013252  544.297     8.52    -20.8     8.42   0.07   0.06   0.36 
sccp 237.9979346 37.65184477  419.312     6.75   -27.72    -0.05   0.09   0.09   0.28 
sch2 293.16738574 54.83208907  498.166      7.9   -17.26    10.78   0.11   0.11    0.2 
scia 242.6117014 34.60744624  831.450     4.19   -23.89    -0.79   0.03   0.04   0.12 
scip 241.51206656 32.91442503  452.862    23.01   -41.94    -0.63   0.04   0.05   0.13 
scms 242.36544054 33.44413837   23.256    17.22   -38.45     0.08   0.15   0.24   0.83 
scoa 358.31832154 43.39523491   59.468    16.65    18.65    -0.82   0.09   0.05   0.21 
scor 338.04966375 70.48533364  128.504    20.01   -10.98      2.4   0.06   0.06   0.28 
scrz 296.84032602 -17.79679108  442.075    11.97    -1.02    -0.47   0.08    0.1   0.34 
sctb 166.75801822 -77.84898554  -18.978   -11.25     9.47     0.23   0.06   0.07   0.23 
scub 284.23768393 20.01206308   20.922     4.93    -5.57    -0.61    0.1    0.1   0.22 
sdhl 243.72110341 34.25501119  835.049    -1.64    -16.9     0.66   0.03   0.05   0.12 
sdly 234.02542204 -77.13531272 2097.311     1.31    19.49    -2.11   0.15   0.08   0.52 
se01 252.78789875 39.4003502 1878.836    -6.61   -15.28     -0.2   0.11   0.11   0.33 
seai 237.74369829 47.68700501   -3.958    -8.65    -9.84    -1.87   0.09   0.18   0.33 
seas 236.07757707 45.98422547  -12.032    -3.74    -3.89     0.98   0.08   0.09    0.2 
seat 237.69052537 47.65397786   44.228    -8.71    -9.46    -1.35   0.04   0.05   0.13 
seaw 237.74369915 47.68700547   -3.956    -6.92   -11.18     0.23   0.16   0.21    0.6 
sedd 174.13729226 -41.66382039  107.881     34.8   -17.82    -0.27   0.17   0.26   0.51 
sedr 237.7761534 48.52155857   29.857    -9.21   -10.16    -0.57   0.03   0.06   0.14 
sekc 47.17514575 41.22017498  726.664    14.47    26.97    -2.27   0.09   0.07    0.3 
seld 208.2933298 59.44571134   20.308   -22.99    -8.18     5.97   0.12   0.07   0.19 
sele 77.01689553 43.17873183 1341.998     4.16    28.45     0.31    0.1    0.1   0.28 
senu 312.85868594 61.06957966  666.933    13.11   -17.32     8.28    0.1   0.06   0.38 
seqm 236.88645638 48.09141559   34.701    -7.53    -8.04     3.77   0.14   0.16   1.05 
sey1 55.47940183 -4.67372014  537.195    11.25     25.6    -0.91   0.14   0.19   0.41 
sey2 55.4794534 -4.67365134  538.829    11.57    25.14    -1.78    0.2   0.21   0.71 
seyg 55.53063072 -4.67873171  -37.615    11.72    24.79    -0.56   0.11   0.15   0.34 
sfdm 241.24549701 34.45980426  291.504    12.88   -36.71     0.92   0.05   0.05   0.18 
sfel 12.29134555 45.23001771   51.675    15.31    18.18    -4.39   0.19   0.21   0.53 
sfer 353.79435279 36.46434417   84.161     17.1    16.42     0.24   0.07   0.06    0.1 
sg01 262.51518627 36.60414138  289.998    -2.87   -13.99    -0.03   0.07   0.09   0.27 
sg03 276.98879825 39.99843956  216.396     1.55   -15.28    -1.93    0.1    0.1   0.38 
sg04 262.73392196 37.13191572  359.453    -2.85    -14.4     0.32   0.07   0.08   0.29 
sg05 279.37716188 28.0652449  -10.814     3.11   -11.26    -0.87   0.06   0.08   0.23 
sg06 286.87504243 40.91467954   23.790     4.99   -15.13    -0.81   0.08    0.1   0.36 
sg08 263.57195614 36.84133424  300.268    -2.66   -14.12    -0.18   0.06   0.07   0.29 
sg09 261.71564383 36.43075201  390.886    -3.64   -13.98     0.11   0.08   0.07    0.3 
sg10 261.71364354 36.8814274  331.383    -3.07   -14.12    -0.16   0.15   0.13   0.35 
sg11 260.69112715 37.33157089  635.283    -3.61   -14.25     -0.4   0.09   0.12   0.48 
sg13 262.48480284 38.11462138  411.206    -2.94   -14.03    -1.21   0.14   0.15   0.48 
sg15 264.40624902 38.2023385  307.274     -2.3   -14.74    -0.79   0.09   0.11   0.49 
sg16 263.81926367 37.38422835  251.839    -2.32   -14.63    -0.48   0.11   0.12   0.46 
sg18 261.79609212 34.88352619  382.720     -3.1   -13.53    -0.85    0.1   0.12   0.52 
sg19 261.02214572 35.35554593  438.797    -3.63   -13.79    -0.14    0.1   0.13   0.51 
sg21 260.81138921 19.74123851 2268.014    -1.89    -7.71    -6.53   0.37    0.3   0.81 
sg23 273.05383403 40.43775892  175.865      0.6   -15.26    -2.25   0.12    0.1   0.52 
sg24 254.41114675 40.05424729 3513.128     -6.0    -14.9    -1.11   0.13   0.17   0.56 
sg25 274.113024 42.96564512  185.488     0.66   -15.95    -2.42   0.17   0.16   1.08 
sg26 126.9555273 37.46251803  200.261    -12.3    26.33     0.62   0.18   0.19   0.52 
sg27 203.3896693 71.32289573    9.432   -22.06    -6.31     -2.2   0.11   0.17   0.19 
sg32 263.64114416 30.60246124   80.438    -2.82   -11.84    -1.43   0.11   0.11   0.33 
sg33 253.49369267 31.77290294 1210.489    -5.87   -12.52     0.37   0.06   0.06   0.16 
sg41 261.63789613 37.15100263  390.540    -2.19   -14.58    -0.76   0.18   0.21    0.8 
sg42 262.18008218 36.81934275  307.668    -2.86    -14.0    -0.53   0.38   0.27   0.97 
sg43 262.91821176 36.92553416  321.656     0.12   -17.75     3.64    0.8   1.35   1.47 
sg44 263.23937725 37.06965447  388.289    -3.32   -12.78    -0.85   0.56   0.73   0.97 
sg45 262.93030766 35.86168789  264.466    -5.33   -12.18     -3.8   1.36   0.81   2.76 
sg46 262.48899305 36.11712531  310.223     -3.4   -13.72     0.02   0.38   0.31   0.92 
sg47 262.0724868 36.31059384  357.810    -2.29   -15.23    -0.42    1.1   0.69   1.69 
sg48 261.8268651 35.87995394  336.598    -1.73   -14.27    -0.19   0.41   0.48    0.9 
sg72 262.53477177 35.23652129  331.103    -2.52    -14.4     0.21   0.18    0.2   0.64 
sgdm 242.13830113 34.20562775  420.747    11.05   -35.16     0.32   0.09   0.09   0.27 
sghs 241.8910266 34.08862475   79.870    13.67   -37.28    -1.48   0.09   0.33   0.35 
sgoc 79.87417688 6.89207539  -78.502    34.71    44.21    -0.36   0.14   0.22   0.25 
sgps 243.30431639 33.91253491  476.701     7.17   -25.38     0.67   0.09   0.12   0.23 
shao 121.20044097 31.09964371   22.069   -13.53    32.11    -1.31   0.08   0.05   0.17 
she2 295.44798953 46.22069103  -15.289     8.68   -15.44    -0.52   0.11   0.08   0.18 
shee  0.7434091 51.44567963   53.306    16.29    16.85     1.08   0.17   0.13   0.26 
shin 239.77495866 40.59167942 1377.326    -6.61   -18.73    -0.16   0.03   0.04   0.12 
shk1 285.9884036 40.47149195  -24.587      5.8   -11.15    -2.22   0.21   0.19   0.34 
shk5 285.98840219 40.47149252  -24.524      5.8   -12.78    -2.65   0.12   0.11   0.26 
shld 240.98431686 41.86836784 1457.556    -8.54   -16.59    -0.04   0.04   0.04   0.13 
shlg 91.91330237 25.67394059 1006.485    31.04    40.07     1.28    0.4   0.39   1.16 
shn5 239.65294086 35.67424361  301.739    17.09   -35.12     0.02   0.11   0.15   0.52 
shos 243.70101668 35.97134614  582.399    -8.24   -15.53     0.06   0.04   0.04   0.11 
shp5 239.32871901 35.26863274   16.687    21.49    -39.8     0.86   0.47   0.24   0.88 
shpm 248.13799345 45.09905459 2592.023    -8.95   -14.76    -0.27    0.1   0.11   0.35 
shrc 241.05437384 37.62493844 2352.101    -5.28    -21.9     4.42   0.41   0.15   0.63 
shrk 238.47123327 45.46431438 1319.522    -6.01   -12.86    -0.96    0.2   0.24   0.55 
sibe 243.98441879 34.62425915  362.502    -7.95   -16.93     0.62   0.46    0.2   0.52 
siby 276.75866832 42.17016251  152.515     1.73   -15.77    -1.48   0.04   0.04    0.2 
sidn 275.82890907 40.31035932  292.245     1.52   -15.14    -1.46   0.05   0.03   0.16 
silk 241.73613237  34.102861  106.226    13.61   -38.35    -0.03   0.07   0.07   0.15 
simm 240.00219521 35.35111223  583.644    13.96   -33.54     3.15   0.15   0.21   0.34 
simo 18.43957305 -34.18793998   39.488    19.43    16.51    -0.52   0.35    0.3   0.81 
sin1 103.67944002 1.34298072   92.365    -5.43    27.21    -0.37    0.2   0.34   0.82 
sio3 242.74959684 32.86470095   34.868    17.73   -39.74     -1.0   0.13    0.1   0.27 
sio5 242.75031345 32.84073344  185.539    19.42   -39.15    -0.67   0.05   0.04   0.11 
sjb5 238.42026479 36.8613588   93.224    20.03   -39.28     1.41   0.17   0.29   1.08 
sjdv 4.67657382 45.87908353  432.421    16.19    19.47    -0.18   0.04   0.03   0.14 
ske0 21.04828988 64.87919729   81.269    14.48    17.28    10.56   0.05   0.05    0.2 
skgt 237.65752981 48.4334355   -6.729    -9.02   -10.16    -1.08   0.16    0.2   0.66 
skul 243.78937623 36.73045585 1237.311    -8.79   -15.63    -0.25   0.09   0.09   0.24 
skyb 241.52137364 34.43862285  520.226    11.01   -34.71     0.51   0.07   0.05   0.18 
slac 237.79573865 37.41651638   63.688     16.3   -34.25     -0.3   0.05   0.07   0.17 
slai 266.30112947 41.90058325  289.510    -2.05   -14.26     -1.5   0.11   0.12   0.32 
slbu 100.00972437 -2.76639574    2.127    34.46    22.74   -17.62   0.22   0.23    0.4 
slcu 248.04502845 40.77217296 1277.869    -8.97   -15.22    -3.24   0.08   0.17    0.5 
slhg 243.74594125 33.19262293  177.646    12.61   -34.34    -0.34   0.11   0.15   0.34 
sli4 240.11571281 39.31427762 2902.531    -4.08   -20.53     1.17    0.2    0.3   0.77 
slid 240.11571452 39.3142779 2902.520    -4.58   -20.56     0.79   0.09   0.08    0.2 
slms 244.02216048 33.29222703  -45.947     6.47   -25.31    -0.57   0.03   0.07   0.11 
sln5 238.36677355 36.66704493  -14.646    22.68   -40.03    -0.18    0.2   0.25    0.9 
slom 34.28382084 31.22818224  112.715    18.86    24.72    -0.57   0.15   0.45   0.38 
slpc 204.32983989 19.40679078 3141.203    28.06   -66.31    -0.57   0.59   1.06   0.48 
smai 237.65494238 47.52357225  113.466    -8.16    -9.65    -1.23   0.05   0.07   0.15 
smel 247.15507397 39.42564445 1422.149    -8.88   -16.25    -0.12   0.03   0.03    0.1 
smst 135.93695447 33.5778551   97.538    -4.95    -5.96    -0.83   0.16   0.16   0.42 
smyc 244.41251809 36.3195924 2562.734    -8.75   -15.43     0.02   0.09    0.1   0.29 
snfd 280.84194499 35.47352884   94.084     3.51   -13.81    -0.49   0.04   0.04   0.13 
snhs 242.07137594 33.9273358   66.423    15.63   -37.23    -0.48   0.04   0.06   0.13 
sni1 240.47564033 33.24787237  239.681    23.96   -42.21    -0.84   0.05   0.08   0.13 
snje 270.39930789 13.86824694 1658.893     4.23     4.96    -2.86    0.3   0.21   0.45 
snlr 281.15299435 1.29251562   23.058    10.25     9.82     0.47   0.09    0.2    0.3 
snog 243.19220976 34.03521156 2314.676     4.08   -24.69    -0.27   0.18   0.13   0.35 
snoq 238.61171872 47.39130964  770.080    -8.84   -11.12    -1.24   0.08   0.12    0.3 
snrs 238.35639836 46.9146139 1938.315    -7.09    -7.09     1.77   0.87   1.17   1.63 
snst 177.34749498 -38.77963149  596.680    21.54     2.08    -0.89   0.11   0.23   0.28 
sod3 26.38928692 67.4207872  300.849    13.63    17.95     8.13   0.17   0.16   0.88 
soda 26.38904896 67.42085861  299.777    13.33    17.88     7.67   0.09    0.1   0.38 
sodb 238.07448372 37.16640349  985.604    15.15   -33.68    -2.21   0.11   0.09   0.33 
sofi 23.39473046 42.55609379 1119.533    11.95    23.88    -0.18   0.05   0.07   0.17 
sol1 283.5461068 38.31887626  -19.045     4.29   -14.47    -2.31   0.08   0.08   0.33 
sola 46.40056745 24.91067633  760.026    29.28     31.8    -0.91    0.1   0.11   0.39 
solo 159.95434878 -9.43491527  122.936    32.02   -37.25     -1.2    0.6   0.68   0.34 
somt 240.93567041 34.31993783  464.248    18.75   -38.57    -1.84   0.04   0.04   0.14 
song 242.43973842 33.38074947   -2.933    18.21   -38.76    -1.35   0.07   0.07   0.24 
sons 356.03603521 39.67535511  808.943    16.44    18.39     0.11   0.18   0.24   0.66 
sowr 274.46643246 42.22586646  231.461     0.92   -15.83    -2.57   0.07   0.06   0.17 
spby 147.93085007 -42.5464388    1.070    55.89     13.8    -1.16   0.09   0.08    0.2 
spcg 207.97759456 61.29121929 1342.725   -28.44    -7.42     9.44   0.23   0.26   0.55 
spcp 207.84451691 61.26552761 1628.802   -27.57    -7.42     8.47   0.23   0.22   0.73 
sped 290.69442641 18.4610153  -22.130     8.98     6.82     0.11   0.08   0.09   0.24 
spic 247.87252569 39.30621464 1670.431    -8.32   -16.25     0.21   0.04   0.05   0.15 
spit 208.57301199 59.60805143   19.841   -21.12    -9.91     6.65   0.19    0.1   0.24 
spk1 241.35384429 34.05934051  440.117    18.32   -39.31     0.75   0.04   0.04   0.12 
spkn 242.4974212 47.6276641  694.591   -10.44   -13.36     0.04   0.06   0.04   0.17 
spms 242.15122861 33.99265284  207.042    13.99   -36.64    -1.12   0.03   0.04   0.12 
spmx 244.53414274 31.04504334 2763.663    20.05   -43.07     0.46   0.11   0.18   0.36 
spn1 242.57630246 47.51835646  719.930   -10.13   -14.07    -0.42   0.17   0.13    0.5 
spn5 242.57630116 47.51835585  720.101    -10.2   -13.38    -0.39   0.12   0.18   0.38 
spra 240.22369432 44.8266915  566.800    -9.05   -13.73     0.24    0.1   0.12   1.01 
sprg 242.02466778 47.30985598  600.496   -10.11   -13.44     0.34   0.06   0.09   0.36 
sprz 303.00413917 -63.39512039   27.692    10.11     16.0     2.53    0.2   0.25   0.74 
spt0 12.89134822 57.71495823  219.941    14.88    17.41     4.53   0.04   0.04   0.15 
spw2 242.74292742 32.86690645  -21.408    18.25   -40.59    -2.26   0.11   0.33   0.45 
srb1 237.73303808 37.87435718   54.656    12.16   -29.95    -1.31   0.11   0.11   0.22 
srjv 18.41389249 43.86785223  645.771    15.82    23.01     0.02    0.1   0.07   0.29 
srmp 305.60629688 72.91067758  370.362     9.76   -21.63    13.73   0.06   0.06   0.46 
srod 288.65883844 19.47525059   98.773     6.66     -0.8    -0.11   0.11   0.09   0.26 
srp1 247.77221054 33.45062919  297.062    -7.84   -13.47    -0.87   0.07   0.12   0.24 
srs1 239.93478266 34.00433393   68.221    24.42    -41.8    -0.59   0.04   0.04   0.12 
ssa1 321.48351508 -12.97515738   -2.106    12.45    -4.65     0.16   0.07   0.07   0.21 
ssho 237.68483559 47.68230012   74.140    -8.52    -9.54    -1.69   0.05   0.08   0.19 
ssia 270.88340405 13.69708502  626.623     7.28     6.77     0.74   0.12   0.14   0.27 
stas 5.59862307 59.01771147  104.913    15.81    15.15     1.41   0.04   0.04   0.12 
stay 237.179141 44.83070771  110.870    -6.08    -9.59    -0.41   0.05   0.08   0.17 
stb1 272.68567057 44.79548564  148.832    -0.41   -16.42    -0.16   0.12   0.09   0.34 
stb5 272.68566795 44.79548562  148.995    -0.12   -16.18    -2.33   0.13   0.12   0.74 
stbt 253.13504455 40.51272042 2087.333    -7.71   -14.89    -0.04   0.17   0.14    0.5 
stea 240.11632604 39.62554312 1534.214    -5.67   -20.32     0.06   0.09   0.09   0.23 
step 204.42522136 19.53643995 3419.009    34.89   -61.51     -1.0   0.15   0.07   0.17 
stew 273.75270056 -84.18701535 1587.062     8.45    10.75    -1.33   0.11    0.1   0.45 
sthl 354.33265449 -15.94253384  453.181    18.64    22.94    -0.27   0.08    0.1   0.28 
stj3 307.32169204 47.5954352  154.513    13.33   -14.93    -0.28   0.15   0.26   0.63 
stjo 307.32225292 47.59523841  152.839    12.97   -14.83    -0.08   0.04   0.04    0.1 
stk2 141.84481621 43.52864575  118.568    -9.25     3.39     2.85   0.07   0.07   0.16 
stka 341.17781518 64.43918863  700.540    18.69    -6.46    25.17   0.13   0.09    0.5 
stkr 277.89287592 39.3260703  176.811      2.3   -14.71    -0.98   0.08    0.1   0.19 
stl3 270.24131232 38.61108847  157.149    -0.61   -15.27     0.05   0.16   0.16   0.69 
stle 270.14243767 36.08928746   50.353    -0.15   -13.95    -0.52   0.05   0.05   0.21 
stp1 268.09669488 44.30394911  353.774     -1.4   -16.16    -1.78   0.12    0.1    0.4 
